Gene stable ID	HGNC symbol	GO term name	miRBase accession	Karyotype band	GO term accession
ENSG00000284453	MIR1-2	positive regulation of calcium ion transmembrane transport via high voltage-gated calcium channel	MI0000437	q11.2	GO:1904879
ENSG00000284453	MIR1-2	negative regulation of membrane repolarization during cardiac muscle cell action potential	MI0000437	q11.2	GO:1905032
ENSG00000284453	MIR1-2	positive regulation of vascular associated smooth muscle cell apoptotic process	MI0000437	q11.2	GO:1905461
ENSG00000284453	MIR1-2	positive regulation of mesoderm formation	MI0000437	q11.2	GO:1905904
ENSG00000284453	MIR1-2	negative regulation of calcium ion export across plasma membrane	MI0000437	q11.2	GO:1905913
ENSG00000284453	MIR1-2	positive regulation of cardiac vascular smooth muscle cell differentiation	MI0000437	q11.2	GO:2000724
ENSG00000284453	MIR1-2	positive regulation of skeletal muscle cell differentiation	MI0000437	q11.2	GO:2001016
ENSG00000243303				q11.2	
ENSG00000264149				q11.2	
ENSG00000252325	RNU6-1038P			q11.2	
ENSG00000264289				q11.2	
ENSG00000222520	RNA5SP451			q11.2	
ENSG00000265758	LINC01900			q11.2	
ENSG00000263588				q11.2	
ENSG00000221363	RNU6ATAC20P			q11.2	
ENSG00000266010	GATA6-AS1			q11.2	
ENSG00000141448	GATA6	DNA binding		q11.2	GO:0003677
ENSG00000141448	GATA6	zinc ion binding		q11.2	GO:0008270
ENSG00000141448	GATA6	regulation of transcription, DNA-templated		q11.2	GO:0006355
ENSG00000141448	GATA6	nucleus		q11.2	GO:0005634
ENSG00000141448	GATA6	DNA-binding transcription factor activity		q11.2	GO:0003700
ENSG00000141448	GATA6	sequence-specific DNA binding		q11.2	GO:0043565
ENSG00000141448	GATA6	positive regulation of transcription, DNA-templated		q11.2	GO:0045893
ENSG00000141448	GATA6	positive regulation of transcription by RNA polymerase II		q11.2	GO:0045944
ENSG00000141448	GATA6	transcription regulatory region sequence-specific DNA binding		q11.2	GO:0000976
ENSG00000141448	GATA6	metal ion binding		q11.2	GO:0046872
ENSG00000141448	GATA6	negative regulation of apoptotic process		q11.2	GO:0043066
ENSG00000141448	GATA6	nucleoplasm		q11.2	GO:0005654
ENSG00000141448	GATA6	regulation of transcription by RNA polymerase II		q11.2	GO:0006357
ENSG00000141448	GATA6	nuclear membrane		q11.2	GO:0031965
ENSG00000141448	GATA6	protein binding		q11.2	GO:0005515
ENSG00000141448	GATA6	DNA-binding transcription factor activity, RNA polymerase II-specific		q11.2	GO:0000981
ENSG00000141448	GATA6	negative regulation of transcription by RNA polymerase II		q11.2	GO:0000122
ENSG00000141448	GATA6	RNA polymerase II cis-regulatory region sequence-specific DNA binding		q11.2	GO:0000978
ENSG00000141448	GATA6	nuclear chromatin		q11.2	GO:0000790
ENSG00000141448	GATA6	sequence-specific double-stranded DNA binding		q11.2	GO:1990837
ENSG00000141448	GATA6	protein kinase binding		q11.2	GO:0019901
ENSG00000141448	GATA6	cellular protein metabolic process		q11.2	GO:0044267
ENSG00000141448	GATA6	male gonad development		q11.2	GO:0008584
ENSG00000141448	GATA6	transcription factor binding		q11.2	GO:0008134
ENSG00000141448	GATA6	negative regulation of transcription, DNA-templated		q11.2	GO:0045892
ENSG00000141448	GATA6	epithelial cell differentiation		q11.2	GO:0030855
ENSG00000141448	GATA6	cell fate commitment		q11.2	GO:0045165
ENSG00000141448	GATA6	positive regulation of angiogenesis		q11.2	GO:0045766
ENSG00000141448	GATA6	positive regulation of cardiac muscle myoblast proliferation		q11.2	GO:0110024
ENSG00000141448	GATA6	outflow tract septum morphogenesis		q11.2	GO:0003148
ENSG00000141448	GATA6	cellular response to hypoxia		q11.2	GO:0071456
ENSG00000141448	GATA6	blood coagulation		q11.2	GO:0007596
ENSG00000141448	GATA6	positive regulation of cell cycle arrest		q11.2	GO:0071158
ENSG00000141448	GATA6	response to drug		q11.2	GO:0042493
ENSG00000141448	GATA6	response to growth factor		q11.2	GO:0070848
ENSG00000141448	GATA6	negative regulation of transforming growth factor beta2 production		q11.2	GO:0032912
ENSG00000141448	GATA6	intestinal epithelial cell differentiation		q11.2	GO:0060575
ENSG00000141448	GATA6	smooth muscle cell differentiation		q11.2	GO:0051145
ENSG00000141448	GATA6	negative regulation of transforming growth factor beta1 production		q11.2	GO:0032911
ENSG00000141448	GATA6	RNA polymerase II repressing transcription factor binding		q11.2	GO:0001103
ENSG00000141448	GATA6	chromatin binding		q11.2	GO:0003682
ENSG00000141448	GATA6	in utero embryonic development		q11.2	GO:0001701
ENSG00000141448	GATA6	liver development		q11.2	GO:0001889
ENSG00000141448	GATA6	type B pancreatic cell differentiation		q11.2	GO:0003309
ENSG00000141448	GATA6	pancreatic A cell differentiation		q11.2	GO:0003310
ENSG00000141448	GATA6	phospholipid metabolic process		q11.2	GO:0006644
ENSG00000141448	GATA6	endodermal cell fate determination		q11.2	GO:0007493
ENSG00000141448	GATA6	regulation of gene expression		q11.2	GO:0010468
ENSG00000141448	GATA6	cardiac muscle hypertrophy in response to stress		q11.2	GO:0014898
ENSG00000141448	GATA6	pancreas development		q11.2	GO:0031016
ENSG00000141448	GATA6	tube morphogenesis		q11.2	GO:0035239
ENSG00000141448	GATA6	endodermal cell differentiation		q11.2	GO:0035987
ENSG00000141448	GATA6	response to estrogen		q11.2	GO:0043627
ENSG00000141448	GATA6	animal organ formation		q11.2	GO:0048645
ENSG00000141448	GATA6	cardiac muscle tissue development		q11.2	GO:0048738
ENSG00000141448	GATA6	positive regulation of cardioblast differentiation		q11.2	GO:0051891
ENSG00000141448	GATA6	cardiac muscle cell differentiation		q11.2	GO:0055007
ENSG00000141448	GATA6	positive regulation of cardiac muscle cell proliferation		q11.2	GO:0060045
ENSG00000141448	GATA6	lung saccule development		q11.2	GO:0060430
ENSG00000141448	GATA6	club cell differentiation		q11.2	GO:0060486
ENSG00000141448	GATA6	type II pneumocyte differentiation		q11.2	GO:0060510
ENSG00000141448	GATA6	cardiac vascular smooth muscle cell differentiation		q11.2	GO:0060947
ENSG00000141448	GATA6	cellular response to gonadotropin stimulus		q11.2	GO:0071371
ENSG00000141448	GATA6	cellular response to BMP stimulus		q11.2	GO:0071773
ENSG00000141448	GATA6	transcription regulator complex		q11.2	GO:0005667
ENSG00000264012				q11.2	
ENSG00000201852	RNU6-702P			q11.2	
ENSG00000266283				q11.2	
ENSG00000264825				q11.2	
ENSG00000273348				q11.2	
ENSG00000212710	CTAGE1	membrane		q11.2	GO:0016020
ENSG00000212710	CTAGE1	integral component of membrane		q11.2	GO:0016021
ENSG00000212710	CTAGE1	biological_process		q11.2	GO:0008150
ENSG00000212710	CTAGE1	endoplasmic reticulum membrane		q11.2	GO:0005789
ENSG00000212710	CTAGE1	endoplasmic reticulum to Golgi vesicle-mediated transport		q11.2	GO:0006888
ENSG00000212710	CTAGE1	protein secretion		q11.2	GO:0009306
ENSG00000212710	CTAGE1	vesicle cargo loading		q11.2	GO:0035459
ENSG00000212710	CTAGE1	endoplasmic reticulum exit site		q11.2	GO:0070971
ENSG00000212710	CTAGE1	cellular_component		q11.2	GO:0005575
ENSG00000270855	ATP7BP1			q11.2	
ENSG00000239490	RPS4XP18			q11.2	
ENSG00000206827	RNU6-1032P			q11.2	
ENSG00000265943				q11.2	
ENSG00000266850				q11.2	
ENSG00000101773	RBBP8			q11.2	
ENSG00000101773	RBBP8	nucleus		q11.2	GO:0005634
ENSG00000101773	RBBP8	endonuclease activity		q11.2	GO:0004519
ENSG00000101773	RBBP8	double-strand break repair via homologous recombination		q11.2	GO:0000724
ENSG00000101773	RBBP8	DNA double-strand break processing involved in repair via single-strand annealing		q11.2	GO:0010792
ENSG00000101773	RBBP8	cell cycle		q11.2	GO:0007049
ENSG00000101773	RBBP8	hydrolase activity		q11.2	GO:0016787
ENSG00000101773	RBBP8	DNA binding		q11.2	GO:0003677
ENSG00000101773	RBBP8	cell division		q11.2	GO:0051301
ENSG00000101773	RBBP8	DNA repair		q11.2	GO:0006281
ENSG00000101773	RBBP8	cellular response to DNA damage stimulus		q11.2	GO:0006974
ENSG00000101773	RBBP8	nucleic acid phosphodiester bond hydrolysis		q11.2	GO:0090305
ENSG00000101773	RBBP8	nuclease activity		q11.2	GO:0004518
ENSG00000101773	RBBP8	meiotic cell cycle		q11.2	GO:0051321
ENSG00000101773	RBBP8	intracellular membrane-bounded organelle		q11.2	GO:0043231
ENSG00000101773	RBBP8	nucleoplasm		q11.2	GO:0005654
ENSG00000101773	RBBP8	chromosome		q11.2	GO:0005694
ENSG00000101773	RBBP8	protein binding		q11.2	GO:0005515
ENSG00000101773	RBBP8	negative regulation of nucleic acid-templated transcription		q11.2	GO:1903507
ENSG00000101773	RBBP8	damaged DNA binding		q11.2	GO:0003684
ENSG00000101773	RBBP8	identical protein binding		q11.2	GO:0042802
ENSG00000101773	RBBP8	Y-form DNA binding		q11.2	GO:0000403
ENSG00000101773	RBBP8	double-stranded DNA binding		q11.2	GO:0003690
ENSG00000101773	RBBP8	regulation of signal transduction by p53 class mediator		q11.2	GO:1901796
ENSG00000101773	RBBP8	DNA replication		q11.2	GO:0006260
ENSG00000101773	RBBP8	negative regulation of G0 to G1 transition		q11.2	GO:0070317
ENSG00000101773	RBBP8	regulation of transcription by RNA polymerase II		q11.2	GO:0006357
ENSG00000101773	RBBP8	RNA polymerase II repressing transcription factor binding		q11.2	GO:0001103
ENSG00000101773	RBBP8	transcription corepressor activity		q11.2	GO:0003714
ENSG00000101773	RBBP8	single-stranded DNA binding		q11.2	GO:0003697
ENSG00000101773	RBBP8	transcription repressor complex		q11.2	GO:0017053
ENSG00000101773	RBBP8	site of double-strand break		q11.2	GO:0035861
ENSG00000101773	RBBP8	DNA double-strand break processing		q11.2	GO:0000729
ENSG00000101773	RBBP8	single-stranded DNA endodeoxyribonuclease activity		q11.2	GO:0000014
ENSG00000101773	RBBP8	double-strand/single-strand DNA junction binding		q11.2	GO:0000406
ENSG00000101773	RBBP8	flap-structured DNA binding		q11.2	GO:0070336
ENSG00000101773	RBBP8	G1/S transition of mitotic cell cycle		q11.2	GO:0000082
ENSG00000101773	RBBP8	blastocyst hatching		q11.2	GO:0001835
ENSG00000101773	RBBP8	response to estradiol		q11.2	GO:0032355
ENSG00000273232				q11.2	
ENSG00000265939	UBE2CP2			q11.2	
ENSG00000284331	MIR4741	extracellular vesicle	MI0017379	q11.2	GO:1903561
ENSG00000242182	RN7SL745P			q11.2	
ENSG00000223023				q11.2	
ENSG00000134508	CABLES1	regulation of cell cycle		q11.2	GO:0051726
ENSG00000134508	CABLES1	nucleus		q11.2	GO:0005634
ENSG00000134508	CABLES1	cytoplasm		q11.2	GO:0005737
ENSG00000134508	CABLES1	cell cycle		q11.2	GO:0007049
ENSG00000134508	CABLES1	cell division		q11.2	GO:0051301
ENSG00000134508	CABLES1	protein binding		q11.2	GO:0005515
ENSG00000134508	CABLES1	cytosol		q11.2	GO:0005829
ENSG00000134508	CABLES1			q11.2	
ENSG00000134490	TMEM241			q11.2	
ENSG00000134490	TMEM241	membrane		q11.2	GO:0016020
ENSG00000134490	TMEM241	integral component of membrane		q11.2	GO:0016021
ENSG00000134490	TMEM241	protein binding		q11.2	GO:0005515
ENSG00000134490	TMEM241	transmembrane transport		q11.2	GO:0055085
ENSG00000134490	TMEM241	Golgi apparatus		q11.2	GO:0005794
ENSG00000134490	TMEM241	antiporter activity		q11.2	GO:0015297
ENSG00000134490	TMEM241	transmembrane transporter activity		q11.2	GO:0022857
ENSG00000134490	TMEM241	carbohydrate transport		q11.2	GO:0008643
ENSG00000266495				q11.2	
ENSG00000101782	RIOK3	ATP binding		q11.2	GO:0005524
ENSG00000101782	RIOK3	protein phosphorylation		q11.2	GO:0006468
ENSG00000101782	RIOK3	protein serine/threonine kinase activity		q11.2	GO:0004674
ENSG00000101782	RIOK3	cytoplasm		q11.2	GO:0005737
ENSG00000101782	RIOK3	metal ion binding		q11.2	GO:0046872
ENSG00000101782	RIOK3	nucleotide binding		q11.2	GO:0000166
ENSG00000101782	RIOK3	kinase activity		q11.2	GO:0016301
ENSG00000101782	RIOK3	transferase activity		q11.2	GO:0016740
ENSG00000101782	RIOK3			q11.2	GO:0106310
ENSG00000101782	RIOK3			q11.2	GO:0106311
ENSG00000101782	RIOK3	phosphorylation		q11.2	GO:0016310
ENSG00000101782	RIOK3	protein binding		q11.2	GO:0005515
ENSG00000101782	RIOK3	defense response to virus		q11.2	GO:0051607
ENSG00000101782	RIOK3	immune system process		q11.2	GO:0002376
ENSG00000101782	RIOK3	innate immune response		q11.2	GO:0045087
ENSG00000101782	RIOK3	ribosome biogenesis		q11.2	GO:0042254
ENSG00000101782	RIOK3	cytosol		q11.2	GO:0005829
ENSG00000101782	RIOK3	cellular response to virus		q11.2	GO:0098586
ENSG00000101782	RIOK3	negative regulation of protein-containing complex assembly		q11.2	GO:0031333
ENSG00000101782	RIOK3	positive regulation of interferon-beta production		q11.2	GO:0032728
ENSG00000101782	RIOK3	caspase binding		q11.2	GO:0089720
ENSG00000101782	RIOK3	chromosome segregation		q11.2	GO:0007059
ENSG00000101782	RIOK3	maturation of SSU-rRNA		q11.2	GO:0030490
ENSG00000101782	RIOK3	negative regulation of MDA-5 signaling pathway		q11.2	GO:0039534
ENSG00000101782	RIOK3	negative regulation of I-kappaB kinase/NF-kappaB signaling		q11.2	GO:0043124
ENSG00000101782	RIOK3	positive regulation of innate immune response		q11.2	GO:0045089
ENSG00000101782	RIOK3	cellular response to dsRNA		q11.2	GO:0071359
ENSG00000101782	RIOK3	cellular response to dsDNA		q11.2	GO:1990786
ENSG00000101782	RIOK3	preribosome, small subunit precursor		q11.2	GO:0030688
ENSG00000101782	RIOK3			q11.2	
ENSG00000199357				q11.2	
ENSG00000283084				q11.2	
ENSG00000141452	RMC1	protein binding		q11.2	GO:0005515
ENSG00000141452	RMC1	Mon1-Ccz1 complex		q11.2	GO:0035658
ENSG00000141452	RMC1	regulation of autophagy		q11.2	GO:0010506
ENSG00000141452	RMC1	membrane		q11.2	GO:0016020
ENSG00000141452	RMC1	endosome		q11.2	GO:0005768
ENSG00000141452	RMC1	lysosomal membrane		q11.2	GO:0005765
ENSG00000141452	RMC1	autophagy		q11.2	GO:0006914
ENSG00000141452	RMC1	lysosome		q11.2	GO:0005764
ENSG00000141452	RMC1	late endosome membrane		q11.2	GO:0031902
ENSG00000141452	RMC1			q11.2	
ENSG00000141458	NPC1	integral component of membrane		q11.2	GO:0016021
ENSG00000141458	NPC1	membrane		q11.2	GO:0016020
ENSG00000141458	NPC1	lipid transporter activity		q11.2	GO:0005319
ENSG00000141458	NPC1	endoplasmic reticulum		q11.2	GO:0005783
ENSG00000141458	NPC1	endosome		q11.2	GO:0005768
ENSG00000141458	NPC1	lysosomal membrane		q11.2	GO:0005765
ENSG00000141458	NPC1	lipid metabolic process		q11.2	GO:0006629
ENSG00000141458	NPC1	extracellular region		q11.2	GO:0005576
ENSG00000141458	NPC1	steroid metabolic process		q11.2	GO:0008202
ENSG00000141458	NPC1	cholesterol metabolic process		q11.2	GO:0008203
ENSG00000141458	NPC1	lipid transport		q11.2	GO:0006869
ENSG00000141458	NPC1	protein binding		q11.2	GO:0005515
ENSG00000141458	NPC1	lysosome		q11.2	GO:0005764
ENSG00000141458	NPC1	protein glycosylation		q11.2	GO:0006486
ENSG00000141458	NPC1	perinuclear region of cytoplasm		q11.2	GO:0048471
ENSG00000141458	NPC1	viral process		q11.2	GO:0016032
ENSG00000141458	NPC1	late endosome membrane		q11.2	GO:0031902
ENSG00000141458	NPC1	integral component of plasma membrane		q11.2	GO:0005887
ENSG00000141458	NPC1	integral component of lysosomal membrane		q11.2	GO:1905103
ENSG00000141458	NPC1	extracellular exosome		q11.2	GO:0070062
ENSG00000141458	NPC1	nuclear envelope		q11.2	GO:0005635
ENSG00000141458	NPC1	autophagy		q11.2	GO:0006914
ENSG00000141458	NPC1	cholesterol transport		q11.2	GO:0030301
ENSG00000141458	NPC1	signaling receptor activity		q11.2	GO:0038023
ENSG00000141458	NPC1	transmembrane signaling receptor activity		q11.2	GO:0004888
ENSG00000141458	NPC1	virus receptor activity		q11.2	GO:0001618
ENSG00000141458	NPC1	sterol transporter activity		q11.2	GO:0015248
ENSG00000141458	NPC1	cholesterol binding		q11.2	GO:0015485
ENSG00000141458	NPC1	endocytosis		q11.2	GO:0006897
ENSG00000141458	NPC1	lysosomal transport		q11.2	GO:0007041
ENSG00000141458	NPC1	adult walking behavior		q11.2	GO:0007628
ENSG00000141458	NPC1	bile acid metabolic process		q11.2	GO:0008206
ENSG00000141458	NPC1	negative regulation of macroautophagy		q11.2	GO:0016242
ENSG00000141458	NPC1	membrane raft organization		q11.2	GO:0031579
ENSG00000141458	NPC1	intracellular cholesterol transport		q11.2	GO:0032367
ENSG00000141458	NPC1	cholesterol efflux		q11.2	GO:0033344
ENSG00000141458	NPC1	low-density lipoprotein particle clearance		q11.2	GO:0034383
ENSG00000141458	NPC1	response to drug		q11.2	GO:0042493
ENSG00000141458	NPC1	cholesterol homeostasis		q11.2	GO:0042632
ENSG00000141458	NPC1	response to cadmium ion		q11.2	GO:0046686
ENSG00000141458	NPC1	viral entry into host cell		q11.2	GO:0046718
ENSG00000141458	NPC1	negative regulation of cell death		q11.2	GO:0060548
ENSG00000141458	NPC1	cellular response to steroid hormone stimulus		q11.2	GO:0071383
ENSG00000141458	NPC1	cellular response to low-density lipoprotein particle stimulus		q11.2	GO:0071404
ENSG00000141458	NPC1	establishment of protein localization to membrane		q11.2	GO:0090150
ENSG00000141458	NPC1	Golgi apparatus		q11.2	GO:0005794
ENSG00000141458	NPC1	plasma membrane		q11.2	GO:0005886
ENSG00000141458	NPC1	vesicle		q11.2	GO:0031982
ENSG00000141458	NPC1	membrane raft		q11.2	GO:0045121
ENSG00000141458	NPC1			q11.2	
ENSG00000199366				q11.2	
ENSG00000154065	ANKRD29	protein binding		q11.2	GO:0005515
ENSG00000154065	ANKRD29			q11.2	
ENSG00000154065	ANKRD29	membrane		q11.2	GO:0016020
ENSG00000154065	ANKRD29	integral component of membrane		q11.2	GO:0016021
ENSG00000267752	RPS10P27			q11.2	
ENSG00000053747	LAMA3	cell adhesion		q11.2	GO:0007155
ENSG00000053747	LAMA3	signaling receptor binding		q11.2	GO:0005102
ENSG00000053747	LAMA3	regulation of cell adhesion		q11.2	GO:0030155
ENSG00000053747	LAMA3	regulation of cell migration		q11.2	GO:0030334
ENSG00000053747	LAMA3	regulation of embryonic development		q11.2	GO:0045995
ENSG00000053747	LAMA3	endoplasmic reticulum		q11.2	GO:0005783
ENSG00000053747	LAMA3	extracellular region		q11.2	GO:0005576
ENSG00000053747	LAMA3	basement membrane		q11.2	GO:0005604
ENSG00000053747	LAMA3	extracellular matrix structural constituent		q11.2	GO:0005201
ENSG00000053747	LAMA3	extracellular exosome		q11.2	GO:0070062
ENSG00000053747	LAMA3	cell migration		q11.2	GO:0016477
ENSG00000053747	LAMA3	animal organ morphogenesis		q11.2	GO:0009887
ENSG00000053747	LAMA3	tissue development		q11.2	GO:0009888
ENSG00000053747	LAMA3	collagen-containing extracellular matrix		q11.2	GO:0062023
ENSG00000053747	LAMA3	integrin binding		q11.2	GO:0005178
ENSG00000053747	LAMA3	integrin-mediated signaling pathway		q11.2	GO:0007229
ENSG00000053747	LAMA3	cell-cell adhesion		q11.2	GO:0098609
ENSG00000053747	LAMA3	extracellular matrix organization		q11.2	GO:0030198
ENSG00000053747	LAMA3	structural molecule activity		q11.2	GO:0005198
ENSG00000053747	LAMA3	axon guidance		q11.2	GO:0007411
ENSG00000053747	LAMA3	morphogenesis of a polarized epithelium		q11.2	GO:0001738
ENSG00000053747	LAMA3	laminin-5 complex		q11.2	GO:0005610
ENSG00000053747	LAMA3	epidermis development		q11.2	GO:0008544
ENSG00000053747	LAMA3	hemidesmosome assembly		q11.2	GO:0031581
ENSG00000053747	LAMA3	endodermal cell differentiation		q11.2	GO:0035987
ENSG00000053747	LAMA3			q11.2	
ENSG00000053747	LAMA3	membrane		q11.2	GO:0016020
ENSG00000267301	RPL23AP77			q11.2	
ENSG00000265752				q11.2	
ENSG00000168234	TTC39C	protein binding		q11.2	GO:0005515
ENSG00000168234	TTC39C	cilium assembly		q11.2	GO:0060271
ENSG00000168234	TTC39C	otolith morphogenesis		q11.2	GO:0032474
ENSG00000168234	TTC39C			q11.2	
ENSG00000264745	TTC39C-AS1			q11.2	
ENSG00000265204				q11.2	
ENSG00000264924				q11.2	
ENSG00000206863	RNU5A-6P			q11.2	
ENSG00000279332				q11.2	
ENSG00000154040	CABYR	calcium ion binding		q11.2	GO:0005509
ENSG00000154040	CABYR	sperm capacitation		q11.2	GO:0048240
ENSG00000154040	CABYR	cytoplasm		q11.2	GO:0005737
ENSG00000154040	CABYR	nucleus		q11.2	GO:0005634
ENSG00000154040	CABYR	metal ion binding		q11.2	GO:0046872
ENSG00000154040	CABYR	nucleoplasm		q11.2	GO:0005654
ENSG00000154040	CABYR	cytosol		q11.2	GO:0005829
